"(6, 6, 12)",0.88333333333333341,0.096449954689018735,0.0028729900655075193,578.79999999999995
"(12, 12, 6)",0.87666666666666659,0.092909207161061588,0.0059582559317673742,700.0
"(3, 3)",0.88333333333333341,0.09566232512433262,0.0042895669001374367,400.80000000000001
"(3, 6)",0.88000000000000012,0.093240608155492691,0.0054320665941033535,296.19999999999999
"(6, 6)",0.88000000000000012,0.095371177952618139,0.0053395635559748541,345.19999999999999
"(12, 12)",0.88000000000000012,0.096899322726520423,0.002849657351955053,954.29999999999995
"(6, 6, 6)",0.88000000000000012,0.094949545874602165,0.0035120780400645073,696.39999999999998
"(12, 12, 12)",0.88666666666666671,0.09497439028645667,0.0035783727819226519,974.39999999999998
"(6, 12, 6)",0.87666666666666671,0.096657186151693539,0.0031627185417049332,622.89999999999998
"(12, 6, 12)",0.87666666666666659,0.094005007626540682,0.0037684712405276943,978.39999999999998
